circuit,compile_time_s,compile_size_mb,zkey_time_s,zkey_size_mb,export_time_s,export_size_mb,total_time_s,total_size_mb,constraints
PartialDecryption,1.141,1.759,7.139,1.726,0.79,0.006743,9.071,3.491,3331
